Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,753975,-,Ulaanbaatar,Mongolia,47.93,106.9,0,1313,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Pressure,Relative Humidity,Wind Speed,Wind Direction
2012,1,1,0,30,-15.4,871,71.82000000000001,3.6,349
2012,1,1,1,30,-14.9,871,70.36,4.9,352
2012,1,1,2,30,-14.200000000000001,871,68.17,6.1000000000000005,357
2012,1,1,3,30,-13.5,871,66.53,6.7,180
2012,1,1,4,30,-13,871,66,7.1000000000000005,1
2012,1,1,5,30,-12.8,871,65.76,7.2,180
2012,1,1,6,30,-13,872,66.61,7,358
2012,1,1,7,30,-13.600000000000001,872,68.84,6.4,355
2012,1,1,8,30,-14.600000000000001,873,72.87,5.5,351
2012,1,1,9,30,-15.600000000000001,873,74.66,5,348
2012,1,1,10,30,-16.2,873,76.06,4.800000000000001,348
2012,1,1,11,30,-16.6,874,76.7,4.6000000000000005,348
2012,1,1,12,30,-17,874,77.21000000000001,4.3,347
2012,1,1,13,30,-17.2,874,77.25,4.1000000000000005,345
2012,1,1,14,30,-17.400000000000002,874,77.96000000000001,3.9000000000000004,342
2012,1,1,15,30,-17.6,874,78.81,3.8000000000000003,337
2012,1,1,16,30,-17.6,874,77.67,3.6,331
2012,1,1,17,30,-17.5,874,75.69,3.6,326
2012,1,1,18,30,-17,874,72.47,4,323
2012,1,1,19,30,-16.5,874,73.7,4.6000000000000005,323
2012,1,1,20,30,-16.5,874,74.76,4.9,324
2012,1,1,21,30,-16.6,874,74.39,5.2,327
2012,1,1,22,30,-16.6,874,73.33,5.300000000000001,330
2012,1,1,23,30,-16.6,874,73.13,5.4,331
2012,1,2,0,30,-17,875,73.39,5.300000000000001,333
2012,1,2,1,30,-16.8,875,70.83,5.5,334
2012,1,2,2,30,-16.1,875,67.92,5.9,335
2012,1,2,3,30,-15.4,875,66.68,6.2,334
2012,1,2,4,30,-14.9,875,65.99,6.300000000000001,333
2012,1,2,5,30,-14.700000000000001,875,66.06,6.300000000000001,331
2012,1,2,6,30,-14.700000000000001,875,66.65,6.2,330
2012,1,2,7,30,-15,875,68.42,5.9,328
2012,1,2,8,30,-15.5,876,70.9,5.300000000000001,326
2012,1,2,9,30,-16.1,876,73.47,4.6000000000000005,324
2012,1,2,10,30,-16.5,876,73.52,4.3,325
2012,1,2,11,30,-16.7,876,73.65,4.1000000000000005,326
2012,1,2,12,30,-17.1,876,73.85000000000001,3.8000000000000003,327
2012,1,2,13,30,-17.7,876,75.17,3.5,327
2012,1,2,14,30,-18.900000000000002,876,77.25,3,328
2012,1,2,15,30,-20.200000000000003,876,76.54,2.7,328
2012,1,2,16,30,-21.200000000000003,876,76.42,2.4000000000000004,326
2012,1,2,17,30,-21.8,876,76.51,2.1,322
2012,1,2,18,30,-22,876,76.74,1.8,315
2012,1,2,19,30,-22.200000000000003,876,76.56,1.4000000000000001,305
2012,1,2,20,30,-22.5,875,75.32000000000001,1.1,291
2012,1,2,21,30,-22.8,875,74.11,0.9,271
2012,1,2,22,30,-23.3,875,73.35000000000001,0.8,248
2012,1,2,23,30,-23.5,875,70.67,0.8,236
2012,1,3,0,30,-24.1,875,70.9,0.8,211
2012,1,3,1,30,-23.200000000000003,875,63.940000000000005,1,193
2012,1,3,2,30,-21.3,875,61.25,1.5,190
2012,1,3,3,30,-19.400000000000002,874,61.45,1.9000000000000001,201
2012,1,3,4,30,-17.900000000000002,874,61.06,2.3000000000000003,212
2012,1,3,5,30,-16.900000000000002,873,59.120000000000005,2.7,221
2012,1,3,6,30,-16.6,873,59.300000000000004,2.7,228
2012,1,3,7,30,-17.900000000000002,873,67.57000000000001,2.2,232
2012,1,3,8,30,-20,873,70.56,1.8,234
2012,1,3,9,30,-21.200000000000003,873,71.03,1.8,233
2012,1,3,10,30,-21.700000000000003,872,73.51,1.8,228
2012,1,3,11,30,-22.1,872,75.66,1.8,223
2012,1,3,12,30,-22.400000000000002,872,76.19,1.9000000000000001,219
2012,1,3,13,30,-22.700000000000003,871,76.78,2,218
2012,1,3,14,30,-22.8,871,76.44,2,218
2012,1,3,15,30,-22.8,871,76.24,2,219
2012,1,3,16,30,-22.6,870,75.28,2,220
2012,1,3,17,30,-22.400000000000002,870,75.29,1.9000000000000001,220
2012,1,3,18,30,-22.1,870,75.18,1.9000000000000001,221
2012,1,3,19,30,-21.700000000000003,869,74.16,1.7000000000000002,224
2012,1,3,20,30,-21.200000000000003,869,72.48,1.5,228
2012,1,3,21,30,-21,868,73.29,1.2000000000000002,229
2012,1,3,22,30,-21,868,73.47,0.9,220
2012,1,3,23,30,-21.1,868,72.82000000000001,0.8,212
2012,1,4,0,30,-21,868,70.97,0.9,198
2012,1,4,1,30,-20,868,66.04,1.1,192
2012,1,4,2,30,-18.3,868,64.7,1.4000000000000001,197
2012,1,4,3,30,-16.5,867,63.84,1.6,219
2012,1,4,4,30,-15,867,63.410000000000004,1.8,242
2012,1,4,5,30,-14.200000000000001,866,63.4,1.8,260
2012,1,4,6,30,-14,866,64.09,1.8,278
2012,1,4,7,30,-14.600000000000001,866,67.3,1.5,296
2012,1,4,8,30,-15.8,866,69.94,1.3,314
2012,1,4,9,30,-16.8,867,68.59,1.4000000000000001,331
2012,1,4,10,30,-17.6,867,69.35000000000001,1.6,345
2012,1,4,11,30,-18.400000000000002,867,70.83,1.8,177
2012,1,4,12,30,-18.900000000000002,867,70.94,1.8,6
2012,1,4,13,30,-19.200000000000003,867,71.09,1.9000000000000001,12
2012,1,4,14,30,-19.400000000000002,867,71.62,1.9000000000000001,16
2012,1,4,15,30,-19.8,867,73.7,1.9000000000000001,20
2012,1,4,16,30,-20.400000000000002,868,76.28,1.9000000000000001,26
2012,1,4,17,30,-20.900000000000002,868,77.04,1.9000000000000001,33
2012,1,4,18,30,-21.3,868,77.91,1.9000000000000001,41
2012,1,4,19,30,-21.6,869,79.41,1.8,50
2012,1,4,20,30,-22,869,81.36,1.7000000000000002,60
2012,1,4,21,30,-22.700000000000003,869,83.65,1.8,71
2012,1,4,22,30,-23.400000000000002,869,83.88,1.9000000000000001,83
2012,1,4,23,30,-23.8,869,80.49,2.1,89
2012,1,5,0,30,-24.200000000000003,870,77.22,2.2,101
2012,1,5,1,30,-22.900000000000002,871,66.68,2.2,110
2012,1,5,2,30,-20.3,871,60.11,2.4000000000000004,124
2012,1,5,3,30,-17.8,871,60.410000000000004,2.5,140
2012,1,5,4,30,-16.3,871,61.63,2.3000000000000003,157
2012,1,5,5,30,-15.3,871,62.58,2.1,172
2012,1,5,6,30,-14.9,871,63.77,1.9000000000000001,180
2012,1,5,7,30,-15.5,871,68.04,1.6,178
2012,1,5,8,30,-16.8,871,70.65,1.2000000000000002,171
2012,1,5,9,30,-18,871,70.53,1.3,164
2012,1,5,10,30,-18.8,872,70.97,1.6,160
2012,1,5,11,30,-19.5,872,71.41,1.9000000000000001,158
2012,1,5,12,30,-20,872,71.29,2.1,159
2012,1,5,13,30,-20.400000000000002,872,71.19,2.3000000000000003,160
2012,1,5,14,30,-20.700000000000003,872,70.9,2.5,162
2012,1,5,15,30,-20.8,872,69.83,2.7,165
2012,1,5,16,30,-20.8,872,69.4,2.9000000000000004,168
2012,1,5,17,30,-20.8,872,69.69,3,170
2012,1,5,18,30,-20.8,872,69.94,3.1,171
2012,1,5,19,30,-20.8,872,69.69,3,173
2012,1,5,20,30,-20.900000000000002,872,69.98,2.9000000000000004,175
