Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2006,1,1,0,30,-7.4,100,332,0.4,957
2006,1,1,1,30,-8,100,325,0.4,958
2006,1,1,2,30,-9.200000000000001,100,319,0.4,958
2006,1,1,3,30,-10.9,100,313,0.30000000000000004,959
2006,1,1,4,30,-12.8,100,308,0.30000000000000004,961
2006,1,1,5,30,-14.3,100,303,0.30000000000000004,962
2006,1,1,6,30,-15.5,100,300,0.30000000000000004,963
2006,1,1,7,30,-16.2,97.21000000000001,299,0.30000000000000004,964
2006,1,1,8,30,-16.6,94.5,298,0.30000000000000004,965
2006,1,1,9,30,-16.7,93.44,299,0.30000000000000004,966
2006,1,1,10,30,-16.8,93.74,300,0.2,967
2006,1,1,11,30,-16.8,93.25,301,0.2,968
2006,1,1,12,30,-16.6,91.96000000000001,300,0.2,969
2006,1,1,13,30,-15.8,90.24,299,0.2,969
2006,1,1,14,30,-14.700000000000001,90.42,300,0.2,970
2006,1,1,15,30,-13.8,92.44,301,0.2,970
2006,1,1,16,30,-13.200000000000001,94.43,301,0.2,971
2006,1,1,17,30,-13.200000000000001,97.18,300,0.2,972
2006,1,1,18,30,-14.200000000000001,100,298,0.1,973
2006,1,1,19,30,-16.1,100,296,0.1,973
2006,1,1,20,30,-17.8,100,294,0.1,974
2006,1,1,21,30,-18.900000000000002,97.2,294,0.1,974
2006,1,1,22,30,-19.700000000000003,95.69,291,0.1,974
2006,1,1,23,30,-20.1,91.98,288,0.1,974
2006,1,2,0,30,-21.1,94.26,272,0.1,974
2006,1,2,1,30,-21.700000000000003,92.47,263,0.1,974
2006,1,2,2,30,-22,90.42,257,0.1,974
2006,1,2,3,30,-22.200000000000003,89.81,256,0.1,974
2006,1,2,4,30,-22.400000000000002,90.41,258,0.1,974
2006,1,2,5,30,-22.700000000000003,90.7,262,0.1,973
2006,1,2,6,30,-23.200000000000003,90.63,263,0.1,973
2006,1,2,7,30,-23.700000000000003,90.41,261,0.1,973
2006,1,2,8,30,-24.1,90.57000000000001,257,0.1,973
2006,1,2,9,30,-24.6,90.79,254,0.1,973
2006,1,2,10,30,-25.1,89.49,254,0.1,973
2006,1,2,11,30,-25.6,88.92,254,0.1,973
