Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2022,1,1,0,30,-11.8,99.92,313,0.1,970
2022,1,1,1,30,-12.5,98.74000000000001,319,0.2,970
2022,1,1,2,30,-13.3,98.51,324,0.30000000000000004,970
2022,1,1,3,30,-14.100000000000001,97.37,322,0.4,970
2022,1,1,4,30,-14.700000000000001,96.46000000000001,316,0.4,970
2022,1,1,5,30,-15.3,97.9,304,0.5,970
2022,1,1,6,30,-16.1,99.01,294,0.7000000000000001,971
2022,1,1,7,30,-16.6,97.4,289,0.8,971
2022,1,1,8,30,-17,99.77,283,0.9,971
2022,1,1,9,30,-17.6,99.47,276,0.9,971
2022,1,1,10,30,-17.8,93.61,269,0.7000000000000001,971
2022,1,1,11,30,-16.6,84.65,263,0.4,971
2022,1,1,12,30,-14.100000000000001,83.19,250,0.2,971
2022,1,1,13,30,-11.8,88.60000000000001,229,0.1,971
2022,1,1,14,30,-10.100000000000001,91.28,213,0.1,970
2022,1,1,15,30,-8.700000000000001,93.19,206,0.1,970
2022,1,1,16,30,-7.6000000000000005,96.75,202,0.1,969
2022,1,1,17,30,-7.5,100,196,0.1,969
2022,1,1,18,30,-8.5,100,191,0.1,969
2022,1,1,19,30,-8.8,94.57000000000001,190,0.1,969
