Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Pressure,Wind Speed,Wind Direction
2017,1,1,0,30,-12.6,85.04,967,6.6000000000000005,228
2017,1,1,1,30,-12.3,83.92,967,7.2,225
2017,1,1,2,30,-12.0,84.38,967,7.7,222
2017,1,1,3,30,-11.5,83.60000000000001,966,8.200000000000001,220
2017,1,1,4,30,-11.0,83.79,965,8.8,220
2017,1,1,5,30,-10.3,83.52,965,10.0,228
2017,1,1,6,30,-9.6,83.89,965,10.9,238
2017,1,1,7,30,-9.1,84.56,965,11.0,241
2017,1,1,8,30,-8.8,84.88,965,10.9,244
2017,1,1,9,30,-8.5,84.34,965,10.8,245
2017,1,1,10,30,-8.3,84.33,965,10.7,246
2017,1,1,11,30,-8.1,84.07000000000001,965,10.6,246
2017,1,1,12,30,-8.0,84.34,965,10.4,246
2017,1,1,13,30,-8.0,84.56,965,10.3,245
2017,1,1,14,30,-8.200000000000001,85.26,965,10.2,245
2017,1,1,15,30,-8.4,85.71000000000001,965,10.2,245
2017,1,1,16,30,-8.5,85.68,965,10.1,245
2017,1,1,17,30,-8.5,85.85000000000001,965,10.1,245
2017,1,1,18,30,-8.3,85.54,965,10.1,246
2017,1,1,19,30,-8.3,86.65,966,9.9,248
2017,1,1,20,30,-8.200000000000001,86.44,966,9.7,249
2017,1,1,21,30,-8.1,85.83,966,9.4,249
2017,1,1,22,30,-8.0,85.65,967,9.0,249
2017,1,1,23,30,-7.9,85.48,967,8.8,248
2017,1,2,0,30,-7.7,84.81,967,8.4,244
2017,1,2,1,30,-7.6,85.2,967,8.200000000000001,242
2017,1,2,2,30,-7.5,85.85000000000001,967,8.1,240
2017,1,2,3,30,-7.4,85.95,967,8.1,238
2017,1,2,4,30,-7.300000000000001,86.27,967,8.200000000000001,237
2017,1,2,5,30,-7.1000000000000005,86.51,967,8.3,237
2017,1,2,6,30,-6.9,87.16,967,8.200000000000001,237
2017,1,2,7,30,-6.6000000000000005,87.29,967,8.0,238
2017,1,2,8,30,-6.5,88.16,967,7.6,240
2017,1,2,9,30,-6.5,88.69,967,7.1000000000000005,241
2017,1,2,10,30,-6.7,89.12,967,6.5,241
2017,1,2,11,30,-7.1000000000000005,89.46000000000001,967,5.9,240
2017,1,2,12,30,-7.6,90.09,967,5.300000000000001,238
2017,1,2,13,30,-8.1,90.32,967,4.800000000000001,234
2017,1,2,14,30,-8.5,90.09,967,4.4,232
2017,1,2,15,30,-8.9,90.43,967,4.0,229
2017,1,2,16,30,-9.5,91.73,967,3.6,226
2017,1,2,17,30,-10.5,93.19,966,3.2,224
2017,1,2,18,30,-11.6,92.99,966,2.9000000000000004,222
2017,1,2,19,30,-12.7,92.67,965,2.8000000000000003,220
2017,1,2,20,30,-13.6,91.71,965,2.9000000000000004,220
2017,1,2,21,30,-14.1,88.67,965,3.1,222
2017,1,2,22,30,-14.4,87.62,965,3.0,226
2017,1,2,23,30,-14.6,85.04,964,2.8000000000000003,229
2017,1,3,0,30,-13.9,79.54,964,2.6,234
2017,1,3,1,30,-12.4,76.96000000000001,963,2.5,236
2017,1,3,2,30,-10.7,78.10000000000001,963,2.8000000000000003,237
2017,1,3,3,30,-9.3,80.45,963,3.5,234
2017,1,3,4,30,-8.3,84.03,963,4.3,228
2017,1,3,5,30,-7.5,86.10000000000001,963,4.7,222
2017,1,3,6,30,-6.800000000000001,87.23,963,5.0,220
2017,1,3,7,30,-6.1000000000000005,88.17,963,5.4,222
2017,1,3,8,30,-5.7,89.59,963,5.5,229
2017,1,3,9,30,-5.800000000000001,90.84,963,5.6000000000000005,236
2017,1,3,10,30,-6.2,90.44,964,5.7,241
2017,1,3,11,30,-6.7,89.12,964,5.800000000000001,244
2017,1,3,12,30,-7.1000000000000005,88.18,965,5.9,244
2017,1,3,13,30,-7.5,87.75,965,6.0,241
2017,1,3,14,30,-8.0,88.19,965,6.0,236
2017,1,3,15,30,-8.5,88.2,965,6.0,228
2017,1,3,16,30,-8.700000000000001,86.66,965,6.1000000000000005,223
2017,1,3,17,30,-8.4,85.91,966,6.4,221
2017,1,3,18,30,-8.0,86.97,966,6.9,223
2017,1,3,19,30,-7.7,88.03,966,7.5,228
2017,1,3,20,30,-7.7,88.68,966,7.800000000000001,231
2017,1,3,21,30,-7.6,86.58,966,7.9,233
2017,1,3,22,30,-7.5,86.05,967,7.9,233
2017,1,3,23,30,-7.5,85.66,967,7.800000000000001,232
2017,1,4,0,30,-7.5,85.04,968,7.7,231
2017,1,4,1,30,-7.4,84.79,968,7.7,230
2017,1,4,2,30,-7.2,84.95,969,7.6,229
2017,1,4,3,30,-6.800000000000001,83.57000000000001,969,7.6,227
2017,1,4,4,30,-6.2,83.21000000000001,969,7.7,225
2017,1,4,5,30,-5.300000000000001,83.26,970,7.7,225
2017,1,4,6,30,-4.5,84.61,970,7.6,225
2017,1,4,7,30,-3.8,85.95,970,7.4,225
2017,1,4,8,30,-3.5,87.87,970,7.2,226
2017,1,4,9,30,-3.7,90.09,971,6.9,227
2017,1,4,10,30,-4.2,90.97,971,6.800000000000001,228
2017,1,4,11,30,-4.6000000000000005,90.11,971,6.7,229
2017,1,4,12,30,-4.800000000000001,89.78,972,6.7,229
2017,1,4,13,30,-4.800000000000001,89.26,972,6.7,229
2017,1,4,14,30,-4.9,90.34,973,6.6000000000000005,232
2017,1,4,15,30,-5.2,91.51,973,6.4,235
2017,1,4,16,30,-5.5,91.09,974,6.1000000000000005,237
2017,1,4,17,30,-5.7,89.83,974,5.800000000000001,240
2017,1,4,18,30,-6.0,90.63,974,5.5,243
2017,1,4,19,30,-6.5,91.9,975,4.800000000000001,243
2017,1,4,20,30,-7.300000000000001,92.3,975,4.2,241
2017,1,4,21,30,-8.0,91.17,975,3.9,239
2017,1,4,22,30,-8.5,90.76,976,3.8,238
2017,1,4,23,30,-8.9,88.53,976,3.7,237
2017,1,5,0,30,-9.6,88.5,977,3.8,235
2017,1,5,1,30,-9.5,84.9,977,4.3,235
2017,1,5,2,30,-8.9,84.26,978,5.0,235
2017,1,5,3,30,-8.3,85.4,978,5.5,235
2017,1,5,4,30,-7.6,85.56,978,5.7,232
2017,1,5,5,30,-6.7,85.78,979,5.7,228
2017,1,5,6,30,-5.800000000000001,86.59,979,5.6000000000000005,225
2017,1,5,7,30,-5.0,87.95,979,5.6000000000000005,229
2017,1,5,8,30,-4.7,90.34,979,5.300000000000001,237
2017,1,5,9,30,-5.0,93.02,979,4.7,243
2017,1,5,10,30,-5.800000000000001,93.56,980,4.2,247
2017,1,5,11,30,-6.4,90.25,981,4.3,252
2017,1,5,12,30,-6.4,88.96000000000001,982,4.7,259
2017,1,5,13,30,-6.800000000000001,92.13,983,4.5,265
2017,1,5,14,30,-7.7,94.06,984,4.1000000000000005,270
2017,1,5,15,30,-8.6,93.61,984,3.8,275
2017,1,5,16,30,-9.2,93.04,985,3.6,278
2017,1,5,17,30,-9.7,93.38,986,3.2,280
2017,1,5,18,30,-10.2,93.65,986,2.9000000000000004,281
2017,1,5,19,30,-10.7,93.83,987,2.5,280
2017,1,5,20,30,-11.1,93.11,987,2.1,278
2017,1,5,21,30,-11.6,93.33,988,1.9,276
2017,1,5,22,30,-12.1,92.97,989,1.7000000000000002,275
2017,1,5,23,30,-12.4,90.41,989,1.6,274
2017,1,6,0,30,-13.1,91.58,990,1.5,274
2017,1,6,1,30,-13.2,90.68,990,1.4,270
2017,1,6,2,30,-13.2,91.01,991,1.3,258
2017,1,6,3,30,-12.9,88.54,991,1.3,241
2017,1,6,4,30,-11.8,84.32000000000001,991,1.6,231
2017,1,6,5,30,-10.2,84.94,991,2.1,223
2017,1,6,6,30,-9.1,87.38,991,2.3000000000000003,213
2017,1,6,7,30,-8.4,88.69,992,2.1,204
2017,1,6,8,30,-8.0,90.15,992,1.7000000000000002,198
2017,1,6,9,30,-8.0,92.56,992,1.2000000000000002,201
2017,1,6,10,30,-8.3,90.75,992,1.1,210
2017,1,6,11,30,-8.6,87.83,992,1.1,217
2017,1,6,12,30,-8.6,87.22,993,1.2000000000000002,218
2017,1,6,13,30,-8.700000000000001,87.74,993,1.4,224
2017,1,6,14,30,-9.1,88.3,993,1.5,234
2017,1,6,15,30,-9.5,89.07000000000001,993,1.6,242
2017,1,6,16,30,-9.9,90.75,993,1.8,246
2017,1,6,17,30,-10.5,93.46,993,2.1,247
2017,1,6,18,30,-11.3,94.7,993,2.4000000000000004,245
2017,1,6,19,30,-12.2,94.34,992,2.7,241
2017,1,6,20,30,-12.4,91.17,992,3.1,238
2017,1,6,21,30,-12.3,90.67,992,3.6,236
2017,1,6,22,30,-12.5,92.12,992,4.0,236
2017,1,6,23,30,-12.8,89.73,992,4.1000000000000005,237
2017,1,7,0,30,-14.1,92.06,992,4.3,234
2017,1,7,1,30,-14.8,90.32,992,4.6000000000000005,229
2017,1,7,2,30,-15.3,89.07000000000001,992,5.0,224
2017,1,7,3,30,-15.1,84.96000000000001,992,5.4,222
2017,1,7,4,30,-13.7,81.17,991,5.6000000000000005,224
2017,1,7,5,30,-11.6,83.2,991,5.6000000000000005,226
2017,1,7,6,30,-10.0,86.77,990,5.5,227
2017,1,7,7,30,-9.0,88.9,990,5.5,225
2017,1,7,8,30,-8.3,89.77,989,5.4,223
2017,1,7,9,30,-8.200000000000001,91.4,989,5.300000000000001,224
