Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
1999,1,1,0,30,-23.5,90.33,258,0.4,939
1999,1,1,1,30,-24.1,89.77,258,0.4,941
1999,1,1,2,30,-24.6,89.36,257,0.4,942
1999,1,1,3,30,-25.1,89.33,255,0.4,944
1999,1,1,4,30,-25.5,88.46000000000001,253,0.4,945
1999,1,1,5,30,-25.8,87.60000000000001,251,0.4,946
1999,1,1,6,30,-26.200000000000003,88.03,250,0.4,947
1999,1,1,7,30,-26.5,87.5,250,0.4,947
1999,1,1,8,30,-27,88.05,250,0.30000000000000004,948
1999,1,1,9,30,-27.5,88.17,249,0.30000000000000004,949
1999,1,1,10,30,-28,87.74,247,0.30000000000000004,949
1999,1,1,11,30,-28.5,86.98,245,0.30000000000000004,950
1999,1,1,12,30,-28.6,84.42,244,0.30000000000000004,950
1999,1,1,13,30,-28.3,83.53,243,0.30000000000000004,951
1999,1,1,14,30,-27.8,83.62,243,0.30000000000000004,951
1999,1,1,15,30,-27.200000000000003,83.47,243,0.30000000000000004,951
1999,1,1,16,30,-26.900000000000002,85.07000000000001,242,0.2,951
1999,1,1,17,30,-27,87.29,241,0.2,951
1999,1,1,18,30,-27.6,89.32000000000001,241,0.2,951
1999,1,1,19,30,-28.3,88.33,242,0.2,951
1999,1,1,20,30,-28.900000000000002,87.51,242,0.2,951
