Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3042906,-,-,-,51.25,72.02,0,400,6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Pressure,Wind Speed
2017,1,1,0,30,-12.8,87.19,219,963,7.7
2017,1,1,1,30,-12.5,86.31,218,962,8.200000000000001
2017,1,1,2,30,-12.100000000000001,85.47,221,962,8.9
2017,1,1,3,30,-11.600000000000001,85.53,227,961,9.700000000000001
2017,1,1,4,30,-11.200000000000001,85.82000000000001,230,961,10.200000000000001
2017,1,1,5,30,-10.8,85.93,235,961,10.5
2017,1,1,6,30,-10.200000000000001,85.7,238,961,10.600000000000001
2017,1,1,7,30,-9.700000000000001,86.62,240,961,10.700000000000001
2017,1,1,8,30,-9.3,87.59,241,961,10.600000000000001
2017,1,1,9,30,-9,87.03,241,961,10.4
2017,1,1,10,30,-8.9,87.5,240,962,10.3
2017,1,1,11,30,-8.8,87.27,240,962,10.200000000000001
2017,1,1,12,30,-8.8,87.2,239,962,10.100000000000001
2017,1,1,13,30,-8.9,87.68,239,962,10
2017,1,1,14,30,-8.9,87.48,239,961,10
2017,1,1,15,30,-9,88.18,240,961,10
2017,1,1,16,30,-9.1,88.62,240,961,9.9
2017,1,1,17,30,-9.1,88.63,240,962,9.8
2017,1,1,18,30,-9.200000000000001,89.33,241,962,9.600000000000001
2017,1,1,19,30,-9.3,89.8,241,962,9.200000000000001
2017,1,1,20,30,-9.3,89.15,240,963,8.9
2017,1,1,21,30,-9.3,88.14,238,963,8.5
2017,1,1,22,30,-9.200000000000001,87.13,236,963,8.4
2017,1,1,23,30,-9.1,86.88,235,963,8.3
2017,1,2,0,30,-8.9,86.47,233,963,8.3
2017,1,2,1,30,-8.8,86.76,232,963,8.3
2017,1,2,2,30,-8.8,87.09,231,963,8.4
2017,1,2,3,30,-9.1,87.83,230,963,8.5
2017,1,2,4,30,-9.3,87.79,229,963,8.6
2017,1,2,5,30,-9.1,87.15,230,963,8.6
2017,1,2,6,30,-8.8,87.61,230,963,8.3
2017,1,2,7,30,-8.4,88.11,232,963,8
2017,1,2,8,30,-8.200000000000001,89.42,233,963,7.4
2017,1,2,9,30,-8.1,90.44,232,963,6.800000000000001
2017,1,2,10,30,-8.1,90.53,231,963,6.300000000000001
2017,1,2,11,30,-8.3,91.22,229,963,5.9
2017,1,2,12,30,-8.3,90.91,227,962,5.6000000000000005
2017,1,2,13,30,-8.3,90.92,227,962,5.300000000000001
2017,1,2,14,30,-8.4,91.3,227,962,5
2017,1,2,15,30,-8.700000000000001,92.49,226,962,4.6000000000000005
2017,1,2,16,30,-9.3,93.57000000000001,223,961,4.1000000000000005
2017,1,2,17,30,-10.200000000000001,94.53,219,961,3.5
2017,1,2,18,30,-11.4,94.78,219,960,3.2
2017,1,2,19,30,-12.200000000000001,92,220,960,3.3000000000000003
2017,1,2,20,30,-12.5,89.99,220,960,3.6
2017,1,2,21,30,-12.3,88.62,220,959,3.6
2017,1,2,22,30,-12.100000000000001,87.58,219,959,3.6
2017,1,2,23,30,-11.9,87.93,219,959,3.7
2017,1,3,0,30,-10.8,84.44,216,959,3.9000000000000004
2017,1,3,1,30,-10.100000000000001,84.73,216,958,3.9000000000000004
2017,1,3,2,30,-9.8,85.81,218,958,4
2017,1,3,3,30,-9.700000000000001,86.56,223,958,4.5
2017,1,3,4,30,-9.5,86.85000000000001,225,958,5
2017,1,3,5,30,-9.1,87.01,226,959,5.4
2017,1,3,6,30,-8.6,87.66,226,959,5.6000000000000005
2017,1,3,7,30,-8.200000000000001,88.78,225,959,5.7
2017,1,3,8,30,-8,89.75,224,959,5.7
2017,1,3,9,30,-8.1,90.92,222,959,5.6000000000000005
2017,1,3,10,30,-8.4,90.99,220,959,5.7
2017,1,3,11,30,-8.8,89.57000000000001,219,959,5.800000000000001
2017,1,3,12,30,-8.8,87.27,216,960,6.1000000000000005
2017,1,3,13,30,-8.4,86.29,216,960,6.5
2017,1,3,14,30,-7.9,86.92,220,960,7
2017,1,3,15,30,-7.800000000000001,88.81,225,960,7.6000000000000005
2017,1,3,16,30,-7.9,89.73,228,960,7.800000000000001
2017,1,3,17,30,-8.200000000000001,90.21000000000001,229,961,7.9
2017,1,3,18,30,-8.3,89.77,230,961,8.200000000000001
2017,1,3,19,30,-8.4,90.27,231,961,8.3
2017,1,3,20,30,-8.700000000000001,91.23,230,961,8.200000000000001
2017,1,3,21,30,-8.9,89.79,229,962,8.1
2017,1,3,22,30,-9,88.24,228,962,8
2017,1,3,23,30,-8.9,87.61,228,962,7.9
2017,1,4,0,30,-8.6,86.84,224,963,7.7
2017,1,4,1,30,-8.4,87,224,963,7.7
2017,1,4,2,30,-8,86.22,225,963,7.7
2017,1,4,3,30,-7.5,85.38,226,964,7.800000000000001
2017,1,4,4,30,-6.800000000000001,84.60000000000001,225,964,7.9
2017,1,4,5,30,-5.800000000000001,84.31,224,965,8.1
2017,1,4,6,30,-4.800000000000001,84.99,225,965,8.200000000000001
2017,1,4,7,30,-4,86.36,225,965,8
2017,1,4,8,30,-3.7,89.16,223,965,7.5
2017,1,4,9,30,-4,92.33,223,966,7.2
2017,1,4,10,30,-4.6000000000000005,93.62,225,966,7.2
2017,1,4,11,30,-5,92.5,228,966,7.300000000000001
2017,1,4,12,30,-5.1000000000000005,91.82000000000001,230,967,7.5
2017,1,4,13,30,-5.1000000000000005,91.86,231,967,7.6000000000000005
2017,1,4,14,30,-5.1000000000000005,91.79,231,968,7.5
2017,1,4,15,30,-5.2,91.39,230,968,7.2
2017,1,4,16,30,-5.4,91.33,230,969,6.9
2017,1,4,17,30,-5.800000000000001,91.99,230,970,6.5
2017,1,4,18,30,-6.2,91.74,230,970,6.1000000000000005
2017,1,4,19,30,-6.800000000000001,91.81,229,970,5.800000000000001
2017,1,4,20,30,-7.300000000000001,91.22,229,970,5.6000000000000005
2017,1,4,21,30,-7.800000000000001,90.7,229,971,5.5
2017,1,4,22,30,-8.200000000000001,90.18,230,971,5.5
2017,1,4,23,30,-8.3,89.15,230,971,5.6000000000000005
2017,1,5,0,30,-8.5,89.49,228,972,5.6000000000000005
2017,1,5,1,30,-8.6,88.73,225,972,5.7
2017,1,5,2,30,-8.700000000000001,88.92,224,973,5.9
2017,1,5,3,30,-8.700000000000001,88.72,225,973,6.300000000000001
2017,1,5,4,30,-8.3,87.73,229,974,6.6000000000000005
2017,1,5,5,30,-7.6000000000000005,87.68,232,974,6.7
2017,1,5,6,30,-6.9,88.53,234,974,6.6000000000000005
2017,1,5,7,30,-6.300000000000001,89.36,237,974,6.4
2017,1,5,8,30,-5.9,90.9,242,975,6.1000000000000005
2017,1,5,9,30,-5.7,92.14,249,975,5.5
2017,1,5,10,30,-6.1000000000000005,95.14,257,976,4.6000000000000005
2017,1,5,11,30,-6.800000000000001,95.82000000000001,263,977,3.6
2017,1,5,12,30,-7.6000000000000005,95.44,268,978,2.9000000000000004
2017,1,5,13,30,-8.200000000000001,94.63,272,979,2.5
2017,1,5,14,30,-8.8,94.86,274,980,2.1
2017,1,5,15,30,-9.5,95.26,273,981,1.8
2017,1,5,16,30,-10.3,95.13,272,981,1.6
2017,1,5,17,30,-10.9,94.08,271,982,1.4000000000000001
2017,1,5,18,30,-11.3,93.88,267,982,1.3
2017,1,5,19,30,-11.700000000000001,94.58,259,983,1.3
2017,1,5,20,30,-11.9,92.69,248,983,1.3
2017,1,5,21,30,-12,91.73,238,983,1.3
2017,1,5,22,30,-12,91.48,228,984,1.3
2017,1,5,23,30,-12,91.77,222,984,1.3
2017,1,6,0,30,-11.5,89.86,207,985,1.3
2017,1,6,1,30,-11,89.23,198,985,1.3
2017,1,6,2,30,-10.600000000000001,88.95,197,985,1.4000000000000001
2017,1,6,3,30,-10.200000000000001,87.9,205,986,1.6
2017,1,6,4,30,-9.3,86.37,214,986,2.2
2017,1,6,5,30,-8.3,87.61,220,986,3.1
2017,1,6,6,30,-7.6000000000000005,88.67,224,986,3.5
2017,1,6,7,30,-7.1000000000000005,90.23,225,987,3.4000000000000004
2017,1,6,8,30,-6.800000000000001,91.76,228,987,3.2
2017,1,6,9,30,-6.9,93.94,231,987,2.8000000000000003
2017,1,6,10,30,-7.7,96.14,234,987,2.3000000000000003
2017,1,6,11,30,-8.700000000000001,94.62,234,988,2.1
2017,1,6,12,30,-9.4,93.12,233,988,2.2
2017,1,6,13,30,-9.700000000000001,91.35000000000001,233,988,2.3000000000000003
2017,1,6,14,30,-10,91.69,235,988,2.4000000000000004
2017,1,6,15,30,-10.4,92.41,233,989,2.6
2017,1,6,16,30,-10.600000000000001,91.73,227,988,3
2017,1,6,17,30,-11,93.27,219,988,3.5
2017,1,6,18,30,-11.600000000000001,93.59,212,988,4
2017,1,6,19,30,-12.4,93.33,208,988,4.4
2017,1,6,20,30,-13.100000000000001,92.12,206,987,4.6000000000000005
2017,1,6,21,30,-13.8,91.51,208,987,4.7
2017,1,6,22,30,-14.5,90.83,210,987,4.7
2017,1,6,23,30,-14.8,86.60000000000001,211,987,4.7
2017,1,7,0,30,-15.200000000000001,85.85000000000001,210,987,4.800000000000001
2017,1,7,1,30,-15,84.39,207,987,4.9
2017,1,7,2,30,-14.700000000000001,84.2,205,987,5.2
2017,1,7,3,30,-14.200000000000001,83.7,206,987,5.6000000000000005
2017,1,7,4,30,-13.4,83.12,209,986,5.9
2017,1,7,5,30,-12.4,83.66,210,986,6
2017,1,7,6,30,-11.4,84.91,211,986,6.1000000000000005
2017,1,7,7,30,-10.5,86.41,210,985,6.300000000000001
2017,1,7,8,30,-9.8,87.97,211,985,6.6000000000000005
2017,1,7,9,30,-9.600000000000001,90.35000000000001,215,984,6.7
2017,1,7,10,30,-9.8,91.25,217,984,6.5
2017,1,7,11,30,-9.9,89.95,218,984,6.4
2017,1,7,12,30,-9.8,89.53,222,984,6.4
2017,1,7,13,30,-9.700000000000001,90.2,227,984,6.4
2017,1,7,14,30,-9.5,90,232,984,6.2
2017,1,7,15,30,-9.4,89.89,236,984,6.1000000000000005
2017,1,7,16,30,-9.5,91.16,236,984,5.9
2017,1,7,17,30,-9.8,91.13,230,984,5.9
2017,1,7,18,30,-9.9,89.64,229,984,5.9
2017,1,7,19,30,-10,89.49,230,984,5.9
2017,1,7,20,30,-10.200000000000001,89.85000000000001,231,984,5.800000000000001
2017,1,7,21,30,-10.700000000000001,90.61,230,983,5.7
2017,1,7,22,30,-11.4,91.38,229,983,5.7
2017,1,7,23,30,-11.700000000000001,89.02,228,983,5.6000000000000005
2017,1,8,0,30,-12.600000000000001,90.86,226,983,5.6000000000000005
2017,1,8,1,30,-13.3,90.95,224,983,5.6000000000000005
2017,1,8,2,30,-13.700000000000001,89.24,222,983,5.7
2017,1,8,3,30,-13.600000000000001,85.56,221,983,5.9
2017,1,8,4,30,-12.600000000000001,82.97,223,983,6.1000000000000005
2017,1,8,5,30,-11.600000000000001,84.12,221,983,6.2
2017,1,8,6,30,-10.9,84.23,218,983,6.300000000000001
2017,1,8,7,30,-10.3,84.8,216,982,6.300000000000001
2017,1,8,8,30,-9.9,86.22,214,982,6.2
2017,1,8,9,30,-10,89.08,212,982,6.1000000000000005
2017,1,8,10,30,-10.4,90.66,211,981,6.1000000000000005
2017,1,8,11,30,-10.700000000000001,89.85000000000001,210,981,6.300000000000001
2017,1,8,12,30,-10.9,90.04,209,981,6.6000000000000005
2017,1,8,13,30,-11,90.42,209,980,6.7
2017,1,8,14,30,-11.100000000000001,90.87,209,980,6.800000000000001
2017,1,8,15,30,-11.200000000000001,90.78,210,979,7
2017,1,8,16,30,-11.5,91.35000000000001,212,978,7.2
2017,1,8,17,30,-11.9,91.68,213,978,7.4
2017,1,8,18,30,-12.3,91.19,215,977,7.6000000000000005
2017,1,8,19,30,-12.8,90.99,218,977,7.7
2017,1,8,20,30,-13.200000000000001,89.76,222,977,7.5
2017,1,8,21,30,-13.5,88.4,226,977,7.2
2017,1,8,22,30,-13.700000000000001,87.4,231,977,6.7
2017,1,8,23,30,-13.9,86.45,234,977,6.5
2017,1,9,0,30,-14.4,87.02,238,977,5.800000000000001
2017,1,9,1,30,-14.9,86.99,240,977,5.4
2017,1,9,2,30,-15.3,86.34,240,978,5
2017,1,9,3,30,-15.4,84.42,239,978,4.9
2017,1,9,4,30,-15,82.4,237,978,4.800000000000001
2017,1,9,5,30,-14.4,82.83,236,979,4.7
2017,1,9,6,30,-13.700000000000001,82.91,238,979,4.6000000000000005
2017,1,9,7,30,-13.3,84.52,238,979,4.5
2017,1,9,8,30,-13,85.08,234,979,4.2
2017,1,9,9,30,-12.9,85.69,230,979,3.6
2017,1,9,10,30,-13.100000000000001,87.28,223,979,2.9000000000000004
2017,1,9,11,30,-13.5,87.59,216,979,2.5
2017,1,9,12,30,-13.700000000000001,86.77,212,979,2.8000000000000003
2017,1,9,13,30,-13.700000000000001,86.23,209,979,3.3000000000000003
2017,1,9,14,30,-13.8,86.38,207,979,3.7
2017,1,9,15,30,-14,86.64,205,978,4
2017,1,9,16,30,-14.4,87.58,205,978,4.3
2017,1,9,17,30,-14.9,88.10000000000001,206,978,4.6000000000000005
2017,1,9,18,30,-15.4,87.59,208,977,4.800000000000001
2017,1,9,19,30,-16.2,88.39,210,977,5.1000000000000005
2017,1,9,20,30,-17,87.69,211,977,5.2
2017,1,9,21,30,-17.7,86.82000000000001,212,977,5.300000000000001
2017,1,9,22,30,-18.400000000000002,85.91,211,976,5.2
2017,1,9,23,30,-18.7,82.79,211,976,5.2
2017,1,10,0,30,-19.200000000000003,82.49,209,976,5.1000000000000005
2017,1,10,1,30,-19.400000000000002,81.88,208,975,5
2017,1,10,2,30,-19.3,80.9,207,975,5.1000000000000005
2017,1,10,3,30,-19,79.51,207,975,5.2
2017,1,10,4,30,-18.3,78.56,208,974,5.4
2017,1,10,5,30,-17.3,79.26,211,974,5.5
2017,1,10,6,30,-16.3,80.25,215,974,5.7
2017,1,10,7,30,-15.5,81.93,219,973,5.9
2017,1,10,8,30,-15.100000000000001,84.08,220,973,5.800000000000001
2017,1,10,9,30,-14.9,84.48,218,972,5.4
2017,1,10,10,30,-15,85.65,214,972,4.9
2017,1,10,11,30,-15,84.64,212,971,4.800000000000001
2017,1,10,12,30,-14.8,84.08,212,970,5.2
2017,1,10,13,30,-14.700000000000001,85.15,212,970,5.4
2017,1,10,14,30,-14.8,86.2,211,969,5.5
2017,1,10,15,30,-15.200000000000001,87.08,211,969,5.6000000000000005
2017,1,10,16,30,-15.9,87.8,212,968,5.800000000000001
2017,1,10,17,30,-16.400000000000002,86.7,212,968,5.9
2017,1,10,18,30,-16.8,85.87,213,968,5.9
2017,1,10,19,30,-17,85.07000000000001,213,967,5.800000000000001
2017,1,10,20,30,-17.2,84.81,212,967,5.7
2017,1,10,21,30,-17.400000000000002,84.47,212,967,5.7
2017,1,10,22,30,-17.5,83.62,212,966,5.7
2017,1,10,23,30,-17.5,83.25,212,966,5.7
2017,1,11,0,30,-17.3,82.65,213,965,5.300000000000001
2017,1,11,1,30,-17.2,82.73,215,965,5.1000000000000005
2017,1,11,2,30,-17.2,83.57000000000001,217,965,5
2017,1,11,3,30,-17.1,82.54,218,965,5
2017,1,11,4,30,-16.7,81.31,220,964,5.1000000000000005
2017,1,11,5,30,-16.2,81.8,224,964,5.1000000000000005
2017,1,11,6,30,-15.600000000000001,82.3,232,964,5.1000000000000005
2017,1,11,7,30,-15.200000000000001,83.55,244,963,5.2
